;municipio;uf;date;casos confirmados;mortes;casos_interpolados;mortes_interpoladas
13023;São Francisco do Sul;SC;2020-03-14;;;0.0;0.0
13024;São Francisco do Sul;SC;2020-03-15;;;0.0;0.0
13025;São Francisco do Sul;SC;2020-03-16;;;0.0;0.0
13026;São Francisco do Sul;SC;2020-03-17;;;0.0;0.0
13027;São Francisco do Sul;SC;2020-03-18;;;0.0;0.0
13028;São Francisco do Sul;SC;2020-03-19;;;0.0;0.0
13029;São Francisco do Sul;SC;2020-03-20;;;0.0;0.0
13030;São Francisco do Sul;SC;2020-03-21;;;0.0;0.0
13031;São Francisco do Sul;SC;2020-03-22;;;0.0;0.0
13032;São Francisco do Sul;SC;2020-03-23;;;0.0;0.0
13033;São Francisco do Sul;SC;2020-03-24;;;0.0;0.0
13034;São Francisco do Sul;SC;2020-03-25;;;0.0;0.0
13035;São Francisco do Sul;SC;2020-03-26;;;0.0;0.0
13036;São Francisco do Sul;SC;2020-03-27;;;0.0;0.0
13037;São Francisco do Sul;SC;2020-03-28;1.0;;1.0;0.0
13038;São Francisco do Sul;SC;2020-03-29;1.0;;1.0;0.0
13039;São Francisco do Sul;SC;2020-03-30;1.0;;1.0;0.0
13040;São Gonçalo;RJ;2020-02-20;;;0.0;0.0
13041;São Gonçalo;RJ;2020-02-21;;;0.0;0.0
13042;São Gonçalo;RJ;2020-02-22;;;0.0;0.0
13043;São Gonçalo;RJ;2020-02-23;;;0.0;0.0
13044;São Gonçalo;RJ;2020-02-24;;;0.0;0.0
13045;São Gonçalo;RJ;2020-02-25;;;0.0;0.0
13046;São Gonçalo;RJ;2020-02-26;;;0.0;0.0
13047;São Gonçalo;RJ;2020-02-27;;;0.0;0.0
13048;São Gonçalo;RJ;2020-02-28;;;0.0;0.0
13049;São Gonçalo;RJ;2020-02-29;;;0.0;0.0
13050;São Gonçalo;RJ;2020-03-01;;;0.0;0.0
13051;São Gonçalo;RJ;2020-03-02;;;0.0;0.0
13052;São Gonçalo;RJ;2020-03-03;;;0.0;0.0
13053;São Gonçalo;RJ;2020-03-04;;;0.0;0.0
13054;São Gonçalo;RJ;2020-03-05;;;0.0;0.0
13055;São Gonçalo;RJ;2020-03-06;;;0.0;0.0
13056;São Gonçalo;RJ;2020-03-07;;;0.0;0.0
13057;São Gonçalo;RJ;2020-03-08;;;0.0;0.0
13058;São Gonçalo;RJ;2020-03-09;;;0.0;0.0
13059;São Gonçalo;RJ;2020-03-10;;;0.0;0.0
13060;São Gonçalo;RJ;2020-03-11;;;0.0;0.0
13061;São Gonçalo;RJ;2020-03-12;;;0.0;0.0
13062;São Gonçalo;RJ;2020-03-13;;;0.0;0.0
13063;São Gonçalo;RJ;2020-03-14;;;0.0;0.0
13064;São Gonçalo;RJ;2020-03-15;;;0.0;0.0
13065;São Gonçalo;RJ;2020-03-16;;;0.0;0.0
13066;São Gonçalo;RJ;2020-03-17;;;0.0;0.0
13067;São Gonçalo;RJ;2020-03-18;;;0.0;0.0
13068;São Gonçalo;RJ;2020-03-19;;;0.0;0.0
13069;São Gonçalo;RJ;2020-03-20;;;0.0;0.0
13070;São Gonçalo;RJ;2020-03-21;;;0.0;0.0
13071;São Gonçalo;RJ;2020-03-22;;;0.0;0.0
13072;São Gonçalo;RJ;2020-03-23;3.0;;3.0;0.0
13073;São Gonçalo;RJ;2020-03-24;3.0;;3.0;0.0
13074;São Gonçalo;RJ;2020-03-25;3.0;;3.0;0.0
13075;São Gonçalo;RJ;2020-03-26;3.0;;3.0;0.0
13076;São Gonçalo;RJ;2020-03-27;4.0;;4.0;0.0
13077;São Gonçalo;RJ;2020-03-28;4.0;;4.0;0.0
13078;São Gonçalo;RJ;2020-03-29;6.0;;6.0;0.0
13079;São Gonçalo;RJ;2020-03-30;7.0;;7.0;0.0
13080;São Gonçalo do Amarante;RN;2020-02-20;;;0.0;0.0
13081;São Gonçalo do Amarante;RN;2020-02-21;;;0.0;0.0
13082;São Gonçalo do Amarante;RN;2020-02-22;;;0.0;0.0
13083;São Gonçalo do Amarante;RN;2020-02-23;;;0.0;0.0
13084;São Gonçalo do Amarante;RN;2020-02-24;;;0.0;0.0
13085;São Gonçalo do Amarante;RN;2020-02-25;;;0.0;0.0
13086;São Gonçalo do Amarante;RN;2020-02-26;;;0.0;0.0
13087;São Gonçalo do Amarante;RN;2020-02-27;;;0.0;0.0
13088;São Gonçalo do Amarante;RN;2020-02-28;;;0.0;0.0
13089;São Gonçalo do Amarante;RN;2020-02-29;;;0.0;0.0
13090;São Gonçalo do Amarante;RN;2020-03-01;;;0.0;0.0
13091;São Gonçalo do Amarante;RN;2020-03-02;;;0.0;0.0
13092;São Gonçalo do Amarante;RN;2020-03-03;;;0.0;0.0
13093;São Gonçalo do Amarante;RN;2020-03-04;;;0.0;0.0
13094;São Gonçalo do Amarante;RN;2020-03-05;;;0.0;0.0
13095;São Gonçalo do Amarante;RN;2020-03-06;;;0.0;0.0
13096;São Gonçalo do Amarante;RN;2020-03-07;;;0.0;0.0
13097;São Gonçalo do Amarante;RN;2020-03-08;;;0.0;0.0
13098;São Gonçalo do Amarante;RN;2020-03-09;;;0.0;0.0
13099;São Gonçalo do Amarante;RN;2020-03-10;;;0.0;0.0
13100;São Gonçalo do Amarante;RN;2020-03-11;;;0.0;0.0
13101;São Gonçalo do Amarante;RN;2020-03-12;;;0.0;0.0
13102;São Gonçalo do Amarante;RN;2020-03-13;;;0.0;0.0
13103;São Gonçalo do Amarante;RN;2020-03-14;;;0.0;0.0
13104;São Gonçalo do Amarante;RN;2020-03-15;;;0.0;0.0
13105;São Gonçalo do Amarante;RN;2020-03-16;;;0.0;0.0
13106;São Gonçalo do Amarante;RN;2020-03-17;;;0.0;0.0
13107;São Gonçalo do Amarante;RN;2020-03-18;;;0.0;0.0
13108;São Gonçalo do Amarante;RN;2020-03-19;;;0.0;0.0
13109;São Gonçalo do Amarante;RN;2020-03-20;;;0.0;0.0
13110;São Gonçalo do Amarante;RN;2020-03-21;;;0.0;0.0
13111;São Gonçalo do Amarante;RN;2020-03-22;;;0.0;0.0
13112;São Gonçalo do Amarante;RN;2020-03-23;;;0.0;0.0
13113;São Gonçalo do Amarante;RN;2020-03-24;;;0.0;0.0
13114;São Gonçalo do Amarante;RN;2020-03-25;;;0.0;0.0
13115;São Gonçalo do Amarante;RN;2020-03-26;;;0.0;0.0
13116;São Gonçalo do Amarante;RN;2020-03-27;;;0.0;0.0
13117;São Gonçalo do Amarante;RN;2020-03-28;;;0.0;0.0
13118;São Gonçalo do Amarante;RN;2020-03-29;1.0;;1.0;0.0
13119;São Gonçalo do Amarante;RN;2020-03-30;2.0;;2.0;0.0
13120;São José;SC;2020-02-20;;;0.0;0.0
13121;São José;SC;2020-02-21;;;0.0;0.0
13122;São José;SC;2020-02-22;;;0.0;0.0
13123;São José;SC;2020-02-23;;;0.0;0.0
13124;São José;SC;2020-02-24;;;0.0;0.0
13125;São José;SC;2020-02-25;;;0.0;0.0
13126;São José;SC;2020-02-26;;;0.0;0.0
13127;São José;SC;2020-02-27;;;0.0;0.0
13128;São José;SC;2020-02-28;;;0.0;0.0
13129;São José;SC;2020-02-29;;;0.0;0.0
13130;São José;SC;2020-03-01;;;0.0;0.0
13131;São José;SC;2020-03-02;;;0.0;0.0
13132;São José;SC;2020-03-03;;;0.0;0.0
13133;São José;SC;2020-03-04;;;0.0;0.0
13134;São José;SC;2020-03-05;;;0.0;0.0
13135;São José;SC;2020-03-06;;;0.0;0.0
13136;São José;SC;2020-03-07;;;0.0;0.0
13137;São José;SC;2020-03-08;;;0.0;0.0
13138;São José;SC;2020-03-09;;;0.0;0.0
13139;São José;SC;2020-03-10;;;0.0;0.0
13140;São José;SC;2020-03-11;;;0.0;0.0
13141;São José;SC;2020-03-12;;;0.0;0.0
13142;São José;SC;2020-03-13;;;0.0;0.0
13143;São José;SC;2020-03-14;;;0.0;0.0
13144;São José;SC;2020-03-15;;;0.0;0.0
13145;São José;SC;2020-03-16;;;0.0;0.0
13146;São José;SC;2020-03-17;;;0.0;0.0
13147;São José;SC;2020-03-18;;;0.0;0.0
13148;São José;SC;2020-03-19;1.0;;1.0;0.0
13149;São José;SC;2020-03-20;1.0;;1.0;0.0
13150;São José;SC;2020-03-21;2.0;;2.0;0.0
13151;São José;SC;2020-03-22;3.0;;3.0;0.0
13152;São José;SC;2020-03-23;4.0;;4.0;0.0
13153;São José;SC;2020-03-24;4.0;;4.0;0.0
13154;São José;SC;2020-03-25;5.0;;5.0;0.0
13155;São José;SC;2020-03-26;8.0;;8.0;0.0
13156;São José;SC;2020-03-27;8.0;;8.0;0.0
13157;São José;SC;2020-03-28;9.0;;9.0;0.0
13158;São José;SC;2020-03-29;10.0;;10.0;0.0
13159;São José;SC;2020-03-30;10.0;;10.0;0.0
13160;São José de Mipibu;RN;2020-02-20;;;0.0;0.0
13161;São José de Mipibu;RN;2020-02-21;;;0.0;0.0
13162;São José de Mipibu;RN;2020-02-22;;;0.0;0.0
13163;São José de Mipibu;RN;2020-02-23;;;0.0;0.0
13164;São José de Mipibu;RN;2020-02-24;;;0.0;0.0
13165;São José de Mipibu;RN;2020-02-25;;;0.0;0.0
13166;São José de Mipibu;RN;2020-02-26;;;0.0;0.0
13167;São José de Mipibu;RN;2020-02-27;;;0.0;0.0
13168;São José de Mipibu;RN;2020-02-28;;;0.0;0.0
13169;São José de Mipibu;RN;2020-02-29;;;0.0;0.0
13170;São José de Mipibu;RN;2020-03-01;;;0.0;0.0
13171;São José de Mipibu;RN;2020-03-02;;;0.0;0.0
13172;São José de Mipibu;RN;2020-03-03;;;0.0;0.0
13173;São José de Mipibu;RN;2020-03-04;;;0.0;0.0
13174;São José de Mipibu;RN;2020-03-05;;;0.0;0.0
13175;São José de Mipibu;RN;2020-03-06;;;0.0;0.0
13176;São José de Mipibu;RN;2020-03-07;;;0.0;0.0
13177;São José de Mipibu;RN;2020-03-08;;;0.0;0.0
13178;São José de Mipibu;RN;2020-03-09;;;0.0;0.0
13179;São José de Mipibu;RN;2020-03-10;;;0.0;0.0
13180;São José de Mipibu;RN;2020-03-11;;;0.0;0.0
13181;São José de Mipibu;RN;2020-03-12;;;0.0;0.0
13182;São José de Mipibu;RN;2020-03-13;;;0.0;0.0
13183;São José de Mipibu;RN;2020-03-14;;;0.0;0.0
13184;São José de Mipibu;RN;2020-03-15;;;0.0;0.0
13185;São José de Mipibu;RN;2020-03-16;;;0.0;0.0
13186;São José de Mipibu;RN;2020-03-17;;;0.0;0.0
13187;São José de Mipibu;RN;2020-03-18;;;0.0;0.0
13188;São José de Mipibu;RN;2020-03-19;;;0.0;0.0
13189;São José de Mipibu;RN;2020-03-20;;;0.0;0.0
13190;São José de Mipibu;RN;2020-03-21;;;0.0;0.0
13191;São José de Mipibu;RN;2020-03-22;;;0.0;0.0
13192;São José de Mipibu;RN;2020-03-23;;;0.0;0.0
13193;São José de Mipibu;RN;2020-03-24;;;0.0;0.0
13194;São José de Mipibu;RN;2020-03-25;;;0.0;0.0
13195;São José de Mipibu;RN;2020-03-26;;;0.0;0.0
13196;São José de Mipibu;RN;2020-03-27;;;0.0;0.0
13197;São José de Mipibu;RN;2020-03-28;;;0.0;0.0
13198;São José de Mipibu;RN;2020-03-29;1.0;;1.0;0.0
13199;São José de Mipibu;RN;2020-03-30;1.0;;1.0;0.0
13200;São José do Divino;PI;2020-02-20;;;0.0;0.0
13201;São José do Divino;PI;2020-02-21;;;0.0;0.0
13202;São José do Divino;PI;2020-02-22;;;0.0;0.0
13203;São José do Divino;PI;2020-02-23;;;0.0;0.0
13204;São José do Divino;PI;2020-02-24;;;0.0;0.0
13205;São José do Divino;PI;2020-02-25;;;0.0;0.0
13206;São José do Divino;PI;2020-02-26;;;0.0;0.0
13207;São José do Divino;PI;2020-02-27;;;0.0;0.0
13208;São José do Divino;PI;2020-02-28;;;0.0;0.0
13209;São José do Divino;PI;2020-02-29;;;0.0;0.0
13210;São José do Divino;PI;2020-03-01;;;0.0;0.0
13211;São José do Divino;PI;2020-03-02;;;0.0;0.0
13212;São José do Divino;PI;2020-03-03;;;0.0;0.0
13213;São José do Divino;PI;2020-03-04;;;0.0;0.0
13214;São José do Divino;PI;2020-03-05;;;0.0;0.0
13215;São José do Divino;PI;2020-03-06;;;0.0;0.0
13216;São José do Divino;PI;2020-03-07;;;0.0;0.0
13217;São José do Divino;PI;2020-03-08;;;0.0;0.0
13218;São José do Divino;PI;2020-03-09;;;0.0;0.0
13219;São José do Divino;PI;2020-03-10;;;0.0;0.0
13220;São José do Divino;PI;2020-03-11;;;0.0;0.0
13221;São José do Divino;PI;2020-03-12;;;0.0;0.0
13222;São José do Divino;PI;2020-03-13;;;0.0;0.0
13223;São José do Divino;PI;2020-03-14;;;0.0;0.0
13224;São José do Divino;PI;2020-03-15;;;0.0;0.0
13225;São José do Divino;PI;2020-03-16;;;0.0;0.0
13226;São José do Divino;PI;2020-03-17;;;0.0;0.0
13227;São José do Divino;PI;2020-03-18;;;0.0;0.0
13228;São José do Divino;PI;2020-03-19;;;0.0;0.0
13229;São José do Divino;PI;2020-03-20;;;0.0;0.0
13230;São José do Divino;PI;2020-03-21;;;0.0;0.0
13231;São José do Divino;PI;2020-03-22;;;0.0;0.0
13232;São José do Divino;PI;2020-03-23;;;0.0;0.0
13233;São José do Divino;PI;2020-03-24;;;0.0;0.0
13234;São José do Divino;PI;2020-03-25;;;0.0;0.0
13235;São José do Divino;PI;2020-03-26;;;0.0;0.0
13236;São José do Divino;PI;2020-03-27;;;0.0;0.0
13237;São José do Divino;PI;2020-03-28;1.0;1.0;1.0;1.0
13238;São José do Divino;PI;2020-03-29;1.0;1.0;1.0;1.0
13239;São José do Divino;PI;2020-03-30;1.0;1.0;1.0;1.0
13240;São José do Rio Preto;SP;2020-02-20;;;0.0;0.0
13241;São José do Rio Preto;SP;2020-02-21;;;0.0;0.0
13242;São José do Rio Preto;SP;2020-02-22;;;0.0;0.0
13243;São José do Rio Preto;SP;2020-02-23;;;0.0;0.0
13244;São José do Rio Preto;SP;2020-02-24;;;0.0;0.0
13245;São José do Rio Preto;SP;2020-02-25;;;0.0;0.0
13246;São José do Rio Preto;SP;2020-02-26;;;0.0;0.0
13247;São José do Rio Preto;SP;2020-02-27;;;0.0;0.0
13248;São José do Rio Preto;SP;2020-02-28;;;0.0;0.0
13249;São José do Rio Preto;SP;2020-02-29;;;0.0;0.0
13250;São José do Rio Preto;SP;2020-03-01;;;0.0;0.0
13251;São José do Rio Preto;SP;2020-03-02;;;0.0;0.0
13252;São José do Rio Preto;SP;2020-03-03;;;0.0;0.0
13253;São José do Rio Preto;SP;2020-03-04;;;0.0;0.0
13254;São José do Rio Preto;SP;2020-03-05;;;0.0;0.0
13255;São José do Rio Preto;SP;2020-03-06;;;0.0;0.0
13256;São José do Rio Preto;SP;2020-03-07;;;0.0;0.0
13257;São José do Rio Preto;SP;2020-03-08;;;0.0;0.0
13258;São José do Rio Preto;SP;2020-03-09;;;0.0;0.0
13259;São José do Rio Preto;SP;2020-03-10;;;0.0;0.0
13260;São José do Rio Preto;SP;2020-03-11;;;0.0;0.0
13261;São José do Rio Preto;SP;2020-03-12;;;0.0;0.0
13262;São José do Rio Preto;SP;2020-03-13;;;0.0;0.0
13263;São José do Rio Preto;SP;2020-03-14;;;0.0;0.0
13264;São José do Rio Preto;SP;2020-03-15;;;0.0;0.0
13265;São José do Rio Preto;SP;2020-03-16;;;0.0;0.0
13266;São José do Rio Preto;SP;2020-03-17;;;0.0;0.0
13267;São José do Rio Preto;SP;2020-03-18;1.0;;1.0;0.0
13268;São José do Rio Preto;SP;2020-03-19;1.0;;1.0;0.0
13269;São José do Rio Preto;SP;2020-03-20;1.0;;1.0;0.0
13270;São José do Rio Preto;SP;2020-03-21;1.0;;1.0;0.0
13271;São José do Rio Preto;SP;2020-03-22;1.0;;1.0;0.0
13272;São José do Rio Preto;SP;2020-03-23;1.0;;1.0;0.0
13273;São José do Rio Preto;SP;2020-03-24;1.0;;1.0;0.0
13274;São José do Rio Preto;SP;2020-03-25;1.0;;1.0;0.0
13275;São José do Rio Preto;SP;2020-03-26;1.0;;1.0;0.0
13276;São José do Rio Preto;SP;2020-03-27;1.0;;1.0;0.0
13277;São José do Rio Preto;SP;2020-03-28;1.0;;1.0;0.0
13278;São José do Rio Preto;SP;2020-03-29;1.0;;1.0;0.0
13279;São José do Rio Preto;SP;2020-03-30;3.0;;3.0;0.0
13280;São José dos Campos;SP;2020-02-20;;;0.0;0.0
13281;São José dos Campos;SP;2020-02-21;;;0.0;0.0
13282;São José dos Campos;SP;2020-02-22;;;0.0;0.0
13283;São José dos Campos;SP;2020-02-23;;;0.0;0.0
13284;São José dos Campos;SP;2020-02-24;;;0.0;0.0
13285;São José dos Campos;SP;2020-02-25;;;0.0;0.0
13286;São José dos Campos;SP;2020-02-26;;;0.0;0.0
13287;São José dos Campos;SP;2020-02-27;;;0.0;0.0
13288;São José dos Campos;SP;2020-02-28;;;0.0;0.0
13289;São José dos Campos;SP;2020-02-29;;;0.0;0.0
13290;São José dos Campos;SP;2020-03-01;;;0.0;0.0
13291;São José dos Campos;SP;2020-03-02;;;0.0;0.0
13292;São José dos Campos;SP;2020-03-03;;;0.0;0.0
13293;São José dos Campos;SP;2020-03-04;;;0.0;0.0
13294;São José dos Campos;SP;2020-03-05;;;0.0;0.0
13295;São José dos Campos;SP;2020-03-06;;;0.0;0.0
13296;São José dos Campos;SP;2020-03-07;;;0.0;0.0
13297;São José dos Campos;SP;2020-03-08;;;0.0;0.0
13298;São José dos Campos;SP;2020-03-09;;;0.0;0.0
13299;São José dos Campos;SP;2020-03-10;;;0.0;0.0
13300;São José dos Campos;SP;2020-03-11;;;0.0;0.0
13301;São José dos Campos;SP;2020-03-12;;;0.0;0.0
13302;São José dos Campos;SP;2020-03-13;;;0.0;0.0
13303;São José dos Campos;SP;2020-03-14;;;0.0;0.0
13304;São José dos Campos;SP;2020-03-15;;;0.0;0.0
13305;São José dos Campos;SP;2020-03-16;;;0.0;0.0
13306;São José dos Campos;SP;2020-03-17;;;0.0;0.0
13307;São José dos Campos;SP;2020-03-18;1.0;;1.0;0.0
13308;São José dos Campos;SP;2020-03-19;;;1.0;0.0
13309;São José dos Campos;SP;2020-03-20;1.0;;1.0;0.0
13310;São José dos Campos;SP;2020-03-21;1.0;;1.0;0.0
13311;São José dos Campos;SP;2020-03-22;1.0;;1.0;0.0
13312;São José dos Campos;SP;2020-03-23;1.0;;1.0;0.0
13313;São José dos Campos;SP;2020-03-24;1.0;;1.0;0.0
13314;São José dos Campos;SP;2020-03-25;2.0;;2.0;0.0
13315;São José dos Campos;SP;2020-03-26;2.0;;2.0;0.0
13316;São José dos Campos;SP;2020-03-27;4.0;;4.0;0.0
13317;São José dos Campos;SP;2020-03-28;4.0;;4.0;0.0
13318;São José dos Campos;SP;2020-03-29;4.0;;4.0;0.0
13319;São José dos Campos;SP;2020-03-30;5.0;;5.0;0.0
13320;São José dos Pinhais;PR;2020-02-20;;;0.0;0.0
13321;São José dos Pinhais;PR;2020-02-21;;;0.0;0.0
13322;São José dos Pinhais;PR;2020-02-22;;;0.0;0.0
13323;São José dos Pinhais;PR;2020-02-23;;;0.0;0.0
13324;São José dos Pinhais;PR;2020-02-24;;;0.0;0.0
13325;São José dos Pinhais;PR;2020-02-25;;;0.0;0.0
13326;São José dos Pinhais;PR;2020-02-26;;;0.0;0.0
13327;São José dos Pinhais;PR;2020-02-27;;;0.0;0.0
13328;São José dos Pinhais;PR;2020-02-28;;;0.0;0.0
13329;São José dos Pinhais;PR;2020-02-29;;;0.0;0.0
13330;São José dos Pinhais;PR;2020-03-01;;;0.0;0.0
13331;São José dos Pinhais;PR;2020-03-02;;;0.0;0.0
13332;São José dos Pinhais;PR;2020-03-03;;;0.0;0.0
13333;São José dos Pinhais;PR;2020-03-04;;;0.0;0.0
13334;São José dos Pinhais;PR;2020-03-05;;;0.0;0.0
13335;São José dos Pinhais;PR;2020-03-06;;;0.0;0.0
13336;São José dos Pinhais;PR;2020-03-07;;;0.0;0.0
13337;São José dos Pinhais;PR;2020-03-08;;;0.0;0.0
13338;São José dos Pinhais;PR;2020-03-09;;;0.0;0.0
13339;São José dos Pinhais;PR;2020-03-10;;;0.0;0.0
13340;São José dos Pinhais;PR;2020-03-11;;;0.0;0.0
13341;São José dos Pinhais;PR;2020-03-12;;;0.0;0.0
13342;São José dos Pinhais;PR;2020-03-13;;;0.0;0.0
13343;São José dos Pinhais;PR;2020-03-14;;;0.0;0.0
13344;São José dos Pinhais;PR;2020-03-15;;;0.0;0.0
13345;São José dos Pinhais;PR;2020-03-16;;;0.0;0.0
13346;São José dos Pinhais;PR;2020-03-17;;;0.0;0.0
13347;São José dos Pinhais;PR;2020-03-18;;;0.0;0.0
13348;São José dos Pinhais;PR;2020-03-19;;;0.0;0.0
13349;São José dos Pinhais;PR;2020-03-20;;;0.0;0.0
13350;São José dos Pinhais;PR;2020-03-21;;;0.0;0.0
13351;São José dos Pinhais;PR;2020-03-22;;;0.0;0.0
13352;São José dos Pinhais;PR;2020-03-23;;;0.0;0.0
13353;São José dos Pinhais;PR;2020-03-24;;;0.0;0.0
13354;São José dos Pinhais;PR;2020-03-25;;;0.0;0.0
13355;São José dos Pinhais;PR;2020-03-26;;;0.0;0.0
13356;São José dos Pinhais;PR;2020-03-27;;;0.0;0.0
13357;São José dos Pinhais;PR;2020-03-28;;;0.0;0.0
13358;São José dos Pinhais;PR;2020-03-29;1.0;;1.0;0.0
13359;São José dos Pinhais;PR;2020-03-30;1.0;;1.0;0.0
13360;São João de Meriti;RJ;2020-02-20;;;0.0;0.0
13361;São João de Meriti;RJ;2020-02-21;;;0.0;0.0
13362;São João de Meriti;RJ;2020-02-22;;;0.0;0.0
13363;São João de Meriti;RJ;2020-02-23;;;0.0;0.0
13364;São João de Meriti;RJ;2020-02-24;;;0.0;0.0
13365;São João de Meriti;RJ;2020-02-25;;;0.0;0.0
13366;São João de Meriti;RJ;2020-02-26;;;0.0;0.0
13367;São João de Meriti;RJ;2020-02-27;;;0.0;0.0
13368;São João de Meriti;RJ;2020-02-28;;;0.0;0.0
13369;São João de Meriti;RJ;2020-02-29;;;0.0;0.0
13370;São João de Meriti;RJ;2020-03-01;;;0.0;0.0
13371;São João de Meriti;RJ;2020-03-02;;;0.0;0.0
13372;São João de Meriti;RJ;2020-03-03;;;0.0;0.0
13373;São João de Meriti;RJ;2020-03-04;;;0.0;0.0
13374;São João de Meriti;RJ;2020-03-05;;;0.0;0.0
13375;São João de Meriti;RJ;2020-03-06;;;0.0;0.0
13376;São João de Meriti;RJ;2020-03-07;;;0.0;0.0
13377;São João de Meriti;RJ;2020-03-08;;;0.0;0.0
13378;São João de Meriti;RJ;2020-03-09;;;0.0;0.0
13379;São João de Meriti;RJ;2020-03-10;;;0.0;0.0
13380;São João de Meriti;RJ;2020-03-11;;;0.0;0.0
13381;São João de Meriti;RJ;2020-03-12;;;0.0;0.0
13382;São João de Meriti;RJ;2020-03-13;;;0.0;0.0
13383;São João de Meriti;RJ;2020-03-14;;;0.0;0.0
13384;São João de Meriti;RJ;2020-03-15;;;0.0;0.0
13385;São João de Meriti;RJ;2020-03-16;;;0.0;0.0
13386;São João de Meriti;RJ;2020-03-17;;;0.0;0.0
13387;São João de Meriti;RJ;2020-03-18;;;0.0;0.0
13388;São João de Meriti;RJ;2020-03-19;;;0.0;0.0
13389;São João de Meriti;RJ;2020-03-20;;;0.0;0.0
13390;São João de Meriti;RJ;2020-03-21;;;0.0;0.0
13391;São João de Meriti;RJ;2020-03-22;;;0.0;0.0
13392;São João de Meriti;RJ;2020-03-23;;;0.0;0.0
13393;São João de Meriti;RJ;2020-03-24;;;0.0;0.0
13394;São João de Meriti;RJ;2020-03-25;;;0.0;0.0
13395;São João de Meriti;RJ;2020-03-26;;;0.0;0.0
13396;São João de Meriti;RJ;2020-03-27;;;0.0;0.0
13397;São João de Meriti;RJ;2020-03-28;;;0.0;0.0
13398;São João de Meriti;RJ;2020-03-29;;;0.0;0.0
13399;São João de Meriti;RJ;2020-03-30;1.0;;1.0;0.0
13400;São João del Rei;MG;2020-02-20;;;0.0;0.0
13401;São João del Rei;MG;2020-02-21;;;0.0;0.0
13402;São João del Rei;MG;2020-02-22;;;0.0;0.0
13403;São João del Rei;MG;2020-02-23;;;0.0;0.0
13404;São João del Rei;MG;2020-02-24;;;0.0;0.0
13405;São João del Rei;MG;2020-02-25;;;0.0;0.0
13406;São João del Rei;MG;2020-02-26;;;0.0;0.0
13407;São João del Rei;MG;2020-02-27;;;0.0;0.0
13408;São João del Rei;MG;2020-02-28;;;0.0;0.0
13409;São João del Rei;MG;2020-02-29;;;0.0;0.0
13410;São João del Rei;MG;2020-03-01;;;0.0;0.0
13411;São João del Rei;MG;2020-03-02;;;0.0;0.0
13412;São João del Rei;MG;2020-03-03;;;0.0;0.0
13413;São João del Rei;MG;2020-03-04;;;0.0;0.0
13414;São João del Rei;MG;2020-03-05;;;0.0;0.0
13415;São João del Rei;MG;2020-03-06;;;0.0;0.0
13416;São João del Rei;MG;2020-03-07;;;0.0;0.0
13417;São João del Rei;MG;2020-03-08;;;0.0;0.0
13418;São João del Rei;MG;2020-03-09;;;0.0;0.0
13419;São João del Rei;MG;2020-03-10;;;0.0;0.0
13420;São João del Rei;MG;2020-03-11;;;0.0;0.0
13421;São João del Rei;MG;2020-03-12;;;0.0;0.0
13422;São João del Rei;MG;2020-03-13;;;0.0;0.0
13423;São João del Rei;MG;2020-03-14;;;0.0;0.0
13424;São João del Rei;MG;2020-03-15;;;0.0;0.0
13425;São João del Rei;MG;2020-03-16;;;0.0;0.0
13426;São João del Rei;MG;2020-03-17;;;0.0;0.0
13427;São João del Rei;MG;2020-03-18;;;0.0;0.0
13428;São João del Rei;MG;2020-03-19;;;0.0;0.0
13429;São João del Rei;MG;2020-03-20;;;0.0;0.0
13430;São João del Rei;MG;2020-03-21;1.0;;1.0;0.0
13431;São João del Rei;MG;2020-03-22;;;1.0;0.0
13432;São João del Rei;MG;2020-03-23;;;1.0;0.0
13433;São João del Rei;MG;2020-03-24;;;1.0;0.0
13434;São João del Rei;MG;2020-03-25;1.0;;1.0;0.0
13435;São João del Rei;MG;2020-03-26;1.0;;1.0;0.0
13436;São João del Rei;MG;2020-03-27;1.0;;1.0;0.0
13437;São João del Rei;MG;2020-03-28;2.0;;2.0;0.0
13438;São João del Rei;MG;2020-03-29;2.0;;2.0;0.0
13439;São João del Rei;MG;2020-03-30;2.0;;2.0;0.0
13440;São Leopoldo;RS;2020-02-20;;;0.0;0.0
13441;São Leopoldo;RS;2020-02-21;;;0.0;0.0
13442;São Leopoldo;RS;2020-02-22;;;0.0;0.0
13443;São Leopoldo;RS;2020-02-23;;;0.0;0.0
13444;São Leopoldo;RS;2020-02-24;;;0.0;0.0
13445;São Leopoldo;RS;2020-02-25;;;0.0;0.0
13446;São Leopoldo;RS;2020-02-26;;;0.0;0.0
13447;São Leopoldo;RS;2020-02-27;;;0.0;0.0
13448;São Leopoldo;RS;2020-02-28;;;0.0;0.0
13449;São Leopoldo;RS;2020-02-29;;;0.0;0.0
13450;São Leopoldo;RS;2020-03-01;;;0.0;0.0
13451;São Leopoldo;RS;2020-03-02;;;0.0;0.0
13452;São Leopoldo;RS;2020-03-03;;;0.0;0.0
13453;São Leopoldo;RS;2020-03-04;;;0.0;0.0
13454;São Leopoldo;RS;2020-03-05;;;0.0;0.0
13455;São Leopoldo;RS;2020-03-06;;;0.0;0.0
13456;São Leopoldo;RS;2020-03-07;;;0.0;0.0
13457;São Leopoldo;RS;2020-03-08;;;0.0;0.0
13458;São Leopoldo;RS;2020-03-09;;;0.0;0.0
